X	FlyBase	gene	19960797	19961296	.	+	.	FBgn0031081
X	FlyBase	gene	20024599	20025098	.	+	.	FBgn0052826
X	FlyBase	gene	20050794	20051293	.	+	.	FBgn0031085
X	FlyBase	gene	20093898	20094397	.	+	.	FBgn0062565
X	FlyBase	gene	20133079	20133578	.	+	.	FBgn0031088
X	FlyBase	gene	20143189	20143688	.	-	.	FBgn0041626
X	FlyBase	gene	20110576	20111075	.	-	.	FBgn0040784
X	FlyBase	gene	20092409	20092908	.	-	.	FBgn0031086
X	FlyBase	gene	20002097	20002596	.	-	.	FBgn0031082
X	FlyBase	gene	19959404	19959903	.	-	.	FBgn0031080
X	FlyBase	gene	19910522	19911021	.	-	.	FBgn0052821
3L	FlyBase	gene	23125525	23126024	.	+	.	FBgn0053217
3L	FlyBase	gene	23150500	23150999	.	-	.	FBgn0052350
3L	FlyBase	gene	23095472	23095971	.	-	.	FBgn0024733
X	FlyBase	gene	245478	245977	.	+	.	FBgn0040372
X	FlyBase	gene	255174	255673	.	+	.	FBgn0000316
X	FlyBase	gene	279203	279702	.	+	.	FBgn0024989
X	FlyBase	gene	307184	307683	.	+	.	FBgn0040371
X	FlyBase	gene	314623	315122	.	+	.	FBgn0029521
X	FlyBase	gene	356009	356508	.	+	.	FBgn0004034
X	FlyBase	gene	369531	370030	.	+	.	FBgn0000022
X	FlyBase	gene	395560	396059	.	+	.	FBgn0004170
X	FlyBase	gene	409221	409720	.	+	.	FBgn0002561
X	FlyBase	gene	460247	460746	.	+	.	FBgn0000137
X	FlyBase	gene	476484	476983	.	+	.	FBgn0029522
X	FlyBase	gene	478566	479065	.	+	.	FBgn0052817
X	FlyBase	gene	481362	481861	.	+	.	FBgn0029524
X	FlyBase	gene	487378	487877	.	+	.	FBgn0023536
X	FlyBase	gene	494114	494613	.	+	.	FBgn0023534
X	FlyBase	gene	508935	509434	.	+	.	FBgn0023535
X	FlyBase	gene	493496	493995	.	-	.	FBgn0023537
X	FlyBase	gene	487582	488081	.	-	.	FBgn0029525
X	FlyBase	gene	479310	479809	.	-	.	FBgn0029523
X	FlyBase	gene	469336	469835	.	-	.	FBgn0010019
X	FlyBase	gene	437449	437948	.	-	.	FBgn0011822
X	FlyBase	gene	470727	471226	.	-	.	FBgn0052816
X	FlyBase	gene	294963	295462	.	-	.	FBgn0040370
X	FlyBase	gene	245857	246356	.	-	.	FBgn0040373
X	FlyBase	gene	530001	530500	.	+	.	FBgn0000108
X	FlyBase	gene	622968	623467	.	+	.	FBgn0025640
X	FlyBase	gene	625042	625541	.	+	.	FBgn0025635
X	FlyBase	gene	629273	629772	.	+	.	FBgn0001341
X	FlyBase	gene	635390	635889	.	+	.	FBgn0003575
X	FlyBase	gene	644261	644760	.	+	.	FBgn0025634
X	FlyBase	gene	646804	647303	.	+	.	FBgn0025638
X	FlyBase	gene	749847	750346	.	+	.	FBgn0040383
X	FlyBase	gene	759094	759593	.	+	.	FBgn0040382
X	FlyBase	gene	769445	769944	.	+	.	FBgn0027343
X	FlyBase	gene	792647	793146	.	+	.	FBgn0025621
X	FlyBase	gene	844323	844822	.	+	.	FBgn0029535
X	FlyBase	gene	804922	805421	.	-	.	FBgn0026874
X	FlyBase	gene	803471	803970	.	-	.	FBgn0025616
X	FlyBase	gene	801480	801979	.	-	.	FBgn0015799
X	FlyBase	gene	790090	790589	.	-	.	FBgn0025620
X	FlyBase	gene	765131	765630	.	-	.	FBgn0015288
X	FlyBase	gene	753654	754153	.	-	.	FBgn0029532
X	FlyBase	gene	751302	751801	.	-	.	FBgn0029531
X	FlyBase	gene	656034	656533	.	-	.	FBgn0025639
X	FlyBase	gene	629484	629983	.	-	.	FBgn0002579
X	FlyBase	gene	625204	625703	.	-	.	FBgn0026879
X	FlyBase	gene	621216	621715	.	-	.	FBgn0029529
X	FlyBase	gene	620196	620695	.	-	.	FBgn0025633
X	FlyBase	gene	862108	862607	.	+	.	FBgn0040892
X	FlyBase	gene	875232	875731	.	+	.	FBgn0040341
X	FlyBase	gene	893982	894481	.	+	.	FBgn0029539
X	FlyBase	gene	927639	928138	.	+	.	FBgn0040339
X	FlyBase	gene	931966	932465	.	+	.	FBgn0052815
X	FlyBase	gene	934732	935231	.	+	.	FBgn0040340
X	FlyBase	gene	940575	941074	.	+	.	FBgn0040347
X	FlyBase	gene	990018	990517	.	+	.	FBgn0042146
X	FlyBase	gene	1011535	1012034	.	+	.	FBgn0029552
X	FlyBase	gene	1026291	1026790	.	+	.	FBgn0040337
X	FlyBase	gene	1051025	1051524	.	+	.	FBgn0040398
X	FlyBase	gene	1145144	1145643	.	+	.	FBgn0040365
X	FlyBase	gene	1134897	1135396	.	-	.	FBgn0040397
X	FlyBase	gene	1030557	1031056	.	-	.	FBgn0026143
X	FlyBase	gene	1026704	1027203	.	-	.	FBgn0040351
X	FlyBase	gene	1011644	1012143	.	-	.	FBgn0040338
X	FlyBase	gene	951901	952400	.	-	.	FBgn0040350
X	FlyBase	gene	947501	948000	.	-	.	FBgn0040349
X	FlyBase	gene	945774	946273	.	-	.	FBgn0040348
X	FlyBase	gene	940806	941305	.	-	.	FBgn0040346
X	FlyBase	gene	932476	932975	.	-	.	FBgn0040342
X	FlyBase	gene	930099	930598	.	-	.	FBgn0040345
X	FlyBase	gene	847158	847657	.	-	.	FBgn0040343
X	FlyBase	gene	1026701	1027200	.	-	.	FBgn0052814
X	FlyBase	gene	1170328	1170827	.	+	.	FBgn0040364
X	FlyBase	gene	1179665	1180164	.	+	.	FBgn0040362
X	FlyBase	gene	1181120	1181619	.	+	.	FBgn0040361
X	FlyBase	gene	1184278	1184777	.	+	.	FBgn0040360
X	FlyBase	gene	1190808	1191307	.	+	.	FBgn0040359
X	FlyBase	gene	1199046	1199545	.	+	.	FBgn0040358
X	FlyBase	gene	1203277	1203776	.	+	.	FBgn0029568
X	FlyBase	gene	1206237	1206736	.	+	.	FBgn0040357
X	FlyBase	gene	1209470	1209969	.	+	.	FBgn0040367
X	FlyBase	gene	1286790	1287289	.	+	.	FBgn0025642
X	FlyBase	gene	1322013	1322512	.	+	.	FBgn0004650
X	FlyBase	gene	1341606	1342105	.	+	.	FBgn0024362
X	FlyBase	gene	1346053	1346552	.	+	.	FBgn0024361
X	FlyBase	gene	1353514	1354013	.	+	.	FBgn0024364
X	FlyBase	gene	1368749	1369248	.	+	.	FBgn0029573
X	FlyBase	gene	1370080	1370579	.	+	.	FBgn0024987
X	FlyBase	gene	1375036	1375535	.	+	.	FBgn0023169
X	FlyBase	gene	1380414	1380913	.	+	.	FBgn0052813
X	FlyBase	gene	1392554	1393053	.	+	.	FBgn0024985
X	FlyBase	gene	1460618	1461117	.	-	.	FBgn0027794
