X	FlyBase	gene	19960297	19961296	.	+	.	FBgn0031081
X	FlyBase	gene	20024099	20025098	.	+	.	FBgn0052826
X	FlyBase	gene	20050294	20051293	.	+	.	FBgn0031085
X	FlyBase	gene	20093398	20094397	.	+	.	FBgn0062565
X	FlyBase	gene	20132579	20133578	.	+	.	FBgn0031088
X	FlyBase	gene	20143189	20144188	.	-	.	FBgn0041626
X	FlyBase	gene	20110576	20111575	.	-	.	FBgn0040784
X	FlyBase	gene	20092409	20093408	.	-	.	FBgn0031086
X	FlyBase	gene	20002097	20003096	.	-	.	FBgn0031082
X	FlyBase	gene	19959404	19960403	.	-	.	FBgn0031080
X	FlyBase	gene	19910522	19911521	.	-	.	FBgn0052821
3L	FlyBase	gene	23125025	23126024	.	+	.	FBgn0053217
3L	FlyBase	gene	23150500	23151499	.	-	.	FBgn0052350
3L	FlyBase	gene	23095472	23096471	.	-	.	FBgn0024733
X	FlyBase	gene	244978	245977	.	+	.	FBgn0040372
X	FlyBase	gene	254674	255673	.	+	.	FBgn0000316
X	FlyBase	gene	278703	279702	.	+	.	FBgn0024989
X	FlyBase	gene	306684	307683	.	+	.	FBgn0040371
X	FlyBase	gene	314123	315122	.	+	.	FBgn0029521
X	FlyBase	gene	355509	356508	.	+	.	FBgn0004034
X	FlyBase	gene	369031	370030	.	+	.	FBgn0000022
X	FlyBase	gene	395060	396059	.	+	.	FBgn0004170
X	FlyBase	gene	408721	409720	.	+	.	FBgn0002561
X	FlyBase	gene	459747	460746	.	+	.	FBgn0000137
X	FlyBase	gene	475984	476983	.	+	.	FBgn0029522
X	FlyBase	gene	478066	479065	.	+	.	FBgn0052817
X	FlyBase	gene	480862	481861	.	+	.	FBgn0029524
X	FlyBase	gene	486878	487877	.	+	.	FBgn0023536
X	FlyBase	gene	493614	494613	.	+	.	FBgn0023534
X	FlyBase	gene	508435	509434	.	+	.	FBgn0023535
X	FlyBase	gene	493496	494495	.	-	.	FBgn0023537
X	FlyBase	gene	487582	488581	.	-	.	FBgn0029525
X	FlyBase	gene	479310	480309	.	-	.	FBgn0029523
X	FlyBase	gene	469336	470335	.	-	.	FBgn0010019
X	FlyBase	gene	437449	438448	.	-	.	FBgn0011822
X	FlyBase	gene	470727	471726	.	-	.	FBgn0052816
X	FlyBase	gene	294963	295962	.	-	.	FBgn0040370
X	FlyBase	gene	245857	246856	.	-	.	FBgn0040373
X	FlyBase	gene	529501	530500	.	+	.	FBgn0000108
X	FlyBase	gene	622468	623467	.	+	.	FBgn0025640
X	FlyBase	gene	624542	625541	.	+	.	FBgn0025635
X	FlyBase	gene	628773	629772	.	+	.	FBgn0001341
X	FlyBase	gene	634890	635889	.	+	.	FBgn0003575
X	FlyBase	gene	643761	644760	.	+	.	FBgn0025634
X	FlyBase	gene	646304	647303	.	+	.	FBgn0025638
X	FlyBase	gene	749347	750346	.	+	.	FBgn0040383
X	FlyBase	gene	758594	759593	.	+	.	FBgn0040382
X	FlyBase	gene	768945	769944	.	+	.	FBgn0027343
X	FlyBase	gene	792147	793146	.	+	.	FBgn0025621
X	FlyBase	gene	843823	844822	.	+	.	FBgn0029535
X	FlyBase	gene	804922	805921	.	-	.	FBgn0026874
X	FlyBase	gene	803471	804470	.	-	.	FBgn0025616
X	FlyBase	gene	801480	802479	.	-	.	FBgn0015799
X	FlyBase	gene	790090	791089	.	-	.	FBgn0025620
X	FlyBase	gene	765131	766130	.	-	.	FBgn0015288
X	FlyBase	gene	753654	754653	.	-	.	FBgn0029532
X	FlyBase	gene	751302	752301	.	-	.	FBgn0029531
X	FlyBase	gene	656034	657033	.	-	.	FBgn0025639
X	FlyBase	gene	629484	630483	.	-	.	FBgn0002579
X	FlyBase	gene	625204	626203	.	-	.	FBgn0026879
X	FlyBase	gene	621216	622215	.	-	.	FBgn0029529
X	FlyBase	gene	620196	621195	.	-	.	FBgn0025633
X	FlyBase	gene	861608	862607	.	+	.	FBgn0040892
X	FlyBase	gene	874732	875731	.	+	.	FBgn0040341
X	FlyBase	gene	893482	894481	.	+	.	FBgn0029539
X	FlyBase	gene	927139	928138	.	+	.	FBgn0040339
X	FlyBase	gene	931466	932465	.	+	.	FBgn0052815
X	FlyBase	gene	934232	935231	.	+	.	FBgn0040340
X	FlyBase	gene	940075	941074	.	+	.	FBgn0040347
X	FlyBase	gene	989518	990517	.	+	.	FBgn0042146
X	FlyBase	gene	1011035	1012034	.	+	.	FBgn0029552
X	FlyBase	gene	1025791	1026790	.	+	.	FBgn0040337
X	FlyBase	gene	1050525	1051524	.	+	.	FBgn0040398
X	FlyBase	gene	1144644	1145643	.	+	.	FBgn0040365
X	FlyBase	gene	1134897	1135896	.	-	.	FBgn0040397
X	FlyBase	gene	1030557	1031556	.	-	.	FBgn0026143
X	FlyBase	gene	1026704	1027703	.	-	.	FBgn0040351
X	FlyBase	gene	1011644	1012643	.	-	.	FBgn0040338
X	FlyBase	gene	951901	952900	.	-	.	FBgn0040350
X	FlyBase	gene	947501	948500	.	-	.	FBgn0040349
X	FlyBase	gene	945774	946773	.	-	.	FBgn0040348
X	FlyBase	gene	940806	941805	.	-	.	FBgn0040346
X	FlyBase	gene	932476	933475	.	-	.	FBgn0040342
X	FlyBase	gene	930099	931098	.	-	.	FBgn0040345
X	FlyBase	gene	847158	848157	.	-	.	FBgn0040343
X	FlyBase	gene	1026701	1027700	.	-	.	FBgn0052814
X	FlyBase	gene	1169828	1170827	.	+	.	FBgn0040364
X	FlyBase	gene	1179165	1180164	.	+	.	FBgn0040362
X	FlyBase	gene	1180620	1181619	.	+	.	FBgn0040361
X	FlyBase	gene	1183778	1184777	.	+	.	FBgn0040360
X	FlyBase	gene	1190308	1191307	.	+	.	FBgn0040359
X	FlyBase	gene	1198546	1199545	.	+	.	FBgn0040358
X	FlyBase	gene	1202777	1203776	.	+	.	FBgn0029568
X	FlyBase	gene	1205737	1206736	.	+	.	FBgn0040357
X	FlyBase	gene	1208970	1209969	.	+	.	FBgn0040367
X	FlyBase	gene	1286290	1287289	.	+	.	FBgn0025642
X	FlyBase	gene	1321513	1322512	.	+	.	FBgn0004650
X	FlyBase	gene	1341106	1342105	.	+	.	FBgn0024362
X	FlyBase	gene	1345553	1346552	.	+	.	FBgn0024361
X	FlyBase	gene	1353014	1354013	.	+	.	FBgn0024364
X	FlyBase	gene	1368249	1369248	.	+	.	FBgn0029573
